"country","pregTBI_best","pregTBI_lo","pregTBI_hi","ppTBI_best","ppTBI_lo","ppTBI_hi"
"Turkey",123.082461452325,54.9764662371892,191.188456667461,40.1116950268737,17.9164376576554,62.3069523960921
"Turkmenistan",50.0450040053691,20.577159626871,79.5128483838672,16.3093093410355,6.70594934268563,25.9126693393853
"Uganda",2057.46256738716,384.9630836897,3729.96205108461,670.512354550279,125.456719238161,1215.5679898624
"Ukraine",171.495294980561,51.951455716664,291.039134244459,55.8890916677723,16.9306083362342,94.8475749993103
"United Arab Emirates",0.351485648703075,0.243824112543788,0.459147184862362,0.114546662300556,0.0794605366772167,0.149632787923895
"United Kingdom",59.8013441505141,43.7535125381124,75.8491757629158,19.4888309061943,14.2589572110813,24.7187046013074
"United States",68.8444608437026,44.1694680998123,93.5194535875928,22.4359180428138,14.3945141575281,30.4773219280994
"Uruguay",10.3584865118595,6.86827880269394,13.8486942210251,3.37575676502565,2.23832300266365,4.51319052738765
"Uzbekistan",311.445109665804,70.6085642340212,552.281655097587,101.497736632159,23.0108267369801,179.984646527339
"Vanuatu",2.21780015604456,0.490462780394967,3.94513753169415,0.722765229425236,0.159838316825145,1.28569214202533
"Venezuela",154.822160672377,67.9613664462051,241.68295489855,50.4554362905516,22.1481238864865,78.7627486946167
"Vietnam",1000.78801703372,246.808264596887,1754.76776947055,326.149666265453,80.4330505159499,571.866282014955
"Yemen",332.16644570926,225.65236210585,438.68052931267,108.250672039178,73.53849300771,142.962851070647
"Zambia",1175.85839310269,309.471644452679,2042.2451417527,383.203851323645,100.854598415382,665.553104231908
"Zimbabwe",637.556446223999,206.558671094004,1068.55422135399,207.775091849785,67.3159954904567,348.234188209114
"Total",154818.422131329,131187.61926038,178449.225002279,50454.2179267279,42753.1080625346,58155.3277909212
